t,L_1,L_2,L_3
132.95941162109375,496.67,497.5,440.83
133.96024203300476,494.17,497.5,440.0
134.9626042842865,493.33,496.67,440.0
135.9632065296173,493.33,496.67,440.0
136.96525144577026,493.33,496.67,440.0
137.9675087928772,493.33,496.67,440.0
138.96946620941162,493.33,496.67,440.0
139.97084164619446,493.33,496.67,430.0
140.97271919250488,493.33,496.67,430.0
141.97364234924316,493.33,496.67,430.0
142.97626447677612,495.0,495.83,429.17
143.97744965553284,495.0,495.83,429.17
144.9789845943451,495.0,495.83,429.17
145.98080348968506,495.0,495.83,429.17
146.98291563987732,495.0,495.83,429.17
147.9842712879181,494.17,495.83,428.33
148.98643827438354,494.17,495.83,428.33
149.98771333694458,493.33,495.0,428.33
150.9898042678833,493.33,495.0,428.33
151.99099946022034,493.33,495.0,428.33
152.992591381073,493.33,428.33,428.33
153.99515581130981,493.33,495.0,428.33
154.9961907863617,493.33,494.17,427.5
155.99970602989197,493.33,495.0,428.33
157.0013575553894,493.33,495.0,428.33
158.0031452178955,440.0,440.0,440.0
159.00615453720093,426.67,495.0,463.33
160.0085642337799,440.0,440.83,440.83
161.0109875202179,500.83,500.83,440.83
162.01200938224792,501.67,501.67,440.0
163.01459980010986,500.0,500.83,469.17
164.0172622203827,570.0,583.33,543.33
165.01885604858398,26.67,880.0,5.0
166.0215573310852,896.67,898.33,18.33
167.0242054462433,896.67,898.33,827.5
168.02599620819092,893.33,900.0,20.0
169.0267210006714,894.17,900.83,20.83
170.02963089942932,893.33,900.0,825.83
171.03075528144836,893.33,900.0,825.0
172.03300261497498,895.0,899.17,18.33
173.0341866016388,895.0,899.17,825.0
174.03629541397095,893.33,898.33,825.0
175.03741478919983,894.17,895.83,15.0
176.03905034065247,893.33,895.83,14.17
177.0407898426056,893.33,895.83,824.17
178.0431888103485,946.67,895.83,823.33
179.04410076141357,893.33,895.0,823.33
180.04711270332336,881.67,895.0,823.33
181.0478160381317,881.67,895.0,13.33
182.0503318309784,880.83,894.17,823.33
183.05088186264038,880.0,14.17,822.5
184.05347871780396,945.0,894.17,822.5
185.05435609817505,61.67,894.17,822.5
186.05682468414307,60.0,894.17,821.67
187.0586006641388,60.0,13.33,821.67
188.05980157852173,60.0,8.33,821.67
189.06132197380066,60.0,8.33,821.67
190.0641438961029,60.0,8.33,821.67
191.0645911693573,60.0,7.5,820.83
192.06659817695618,60.83,6.67,820.83
193.068354845047,60.0,6.67,820.0
194.07098984718323,60.0,890.83,820.0
195.07149147987366,60.0,13.33,820.0
196.07384395599365,60.0,6.67,820.0
197.07626819610596,55.0,3.33,819.17
198.07811093330383,54.17,5.83,819.17
199.0803952217102,53.33,5.0,818.33
200.08258509635925,53.33,1.67,818.33
201.08524131774902,0.0,1.67,818.33
202.08771777153015,0.0,889.17,818.33
203.0894775390625,882.5,889.17,817.5
204.09203815460205,881.67,888.33,0.83
205.09374928474426,880.83,887.5,0.83
206.09630846977234,883.33,890.0,816.67
207.09878635406494,883.33,890.0,3.33
208.10085105895996,880.83,889.17,816.67
209.1028823852539,880.83,889.17,0.0
210.10445070266724,880.83,889.17,2.5
211.10605311393738,880.83,889.17,2.5
212.10825324058533,880.0,889.17,815.83
213.11037182807922,880.0,888.33,815.0
214.1113669872284,880.0,888.33,815.0
215.11332201957703,880.0,887.5,815.0
216.11508750915527,880.0,888.33,815.0
217.11714887619019,880.83,887.5,814.17
218.11861944198608,880.83,887.5,814.17
219.12071108818054,880.0,886.67,814.17
220.12234044075012,880.0,886.67,814.17
221.12449383735657,880.0,886.67,814.17
222.12525391578674,880.0,886.67,813.33
223.12741470336914,880.0,886.67,813.33
224.1291058063507,880.0,886.67,814.17
225.13071393966675,880.0,886.67,813.33
226.13214206695557,880.83,885.83,0.0
227.13433861732483,880.83,885.83,0.0
228.13523721694946,880.83,885.83,0.0
229.1374216079712,880.0,885.83,812.5
230.13903331756592,880.0,885.0,5.0
231.14145636558533,880.0,885.0,812.5
232.14188146591187,880.0,885.0,5.0
233.14485955238342,880.0,885.0,5.0
234.146320104599,858.33,885.0,811.67
235.14836764335632,857.5,884.17,3.33
236.14977765083313,857.5,884.17,3.33
237.15179777145386,857.5,884.17,811.67
238.15367436408997,857.5,884.17,3.33
239.15696048736572,856.67,883.33,810.83
240.1591670513153,856.67,883.33,3.33
241.1601037979126,853.33,881.67,0.0
242.16245365142822,853.33,881.67,1.67
243.16525268554688,853.33,881.67,809.17
244.1677761077881,853.33,881.67,1.67
245.16909742355347,853.33,881.67,1.67
246.17173147201538,854.17,880.83,0.0
247.17421007156372,854.17,880.83,0.0
248.17674040794373,853.33,880.83,808.33
249.17871618270874,853.33,880.0,0.0
250.18114018440247,854.17,880.83,0.83
251.1821482181549,854.17,880.83,809.17
252.18393898010254,854.17,880.83,808.33
253.1858847141266,854.17,880.83,808.33
254.18772768974304,854.17,880.83,808.33
255.18895411491394,853.33,880.0,7.5
256.19186902046204,873.33,877.5,807.5
257.1928565502167,853.33,880.0,807.5
258.1949107646942,875.0,879.17,807.5
259.19550037384033,874.17,879.17,806.67
260.1985614299774,874.17,879.17,806.67
261.1997060775757,873.33,879.17,806.67
262.2017574310303,873.33,878.33,806.67
263.2027416229248,871.67,878.33,5.0
264.2046449184418,870.83,877.5,4.17
265.2063570022583,870.83,877.5,4.17
266.20842146873474,870.83,877.5,4.17
267.2099120616913,873.33,878.33,805.83
268.2117660045624,871.67,878.33,805.83
269.2129862308502,870.83,877.5,805.83
270.21565198898315,73.33,820.83,753.33
271.2166659832001,645.0,658.33,608.33
272.2190284729004,441.67,590.0,590.0
273.2206575870514,428.33,638.33,589.17
274.2227120399475,440.0,631.67,576.67
275.22363924980164,445.0,631.67,576.67
276.225781917572,443.33,576.67,576.67
277.2267942428589,440.0,576.67,576.67
278.228887796402,443.33,576.67,576.67
279.2317702770233,443.33,576.67,576.67
280.2337431907654,443.33,576.67,576.67
281.2365207672119,443.33,576.67,576.67
282.23775815963745,443.33,576.67,576.67
283.2407155036926,443.33,576.67,576.67
284.24293422698975,443.33,576.67,583.33
285.24589705467224,443.33,576.67,576.67
286.2467534542084,440.0,574.17,582.5
287.2497239112854,443.33,630.83,582.5
288.2515697479248,443.33,630.83,583.33
289.2540760040283,443.33,630.83,585.0
290.25569105148315,443.33,630.83,574.17
291.2587556838989,443.33,630.83,574.17
292.2600510120392,445.0,631.67,576.67
293.26170659065247,444.17,630.83,576.67
294.26366567611694,444.17,630.83,576.67
295.2648546695709,444.17,630.83,576.67
296.2667281627655,445.0,631.67,576.67
297.2684874534607,444.17,630.83,574.17
298.26991176605225,443.33,630.83,574.17
299.2723195552826,443.33,630.0,573.33
300.2737443447113,443.33,630.0,573.33
301.2755489349365,443.33,630.0,573.33
302.27656602859497,443.33,630.0,573.33
303.27973532676697,443.33,630.0,573.33
304.280663728714,443.33,630.0,573.33
305.2829291820526,443.33,630.0,573.33
306.28435945510864,443.33,630.0,573.33
307.2859501838684,440.0,629.17,575.0
308.28692984580994,440.0,629.17,575.0
309.2896001338959,440.0,629.17,575.0
310.2906606197357,440.0,629.17,575.0
311.2928717136383,440.0,629.17,575.0
312.2946708202362,440.0,629.17,574.17
313.29665637016296,440.0,629.17,574.17
314.297643661499,440.0,629.17,574.17
315.2999541759491,441.67,628.33,573.33
316.30060338974,441.67,628.33,573.33
317.30381631851196,441.67,628.33,573.33
318.3043701648712,441.67,628.33,573.33
319.3066601753235,441.67,628.33,573.33
320.30876302719116,441.67,628.33,573.33
321.31110286712646,441.67,628.33,573.33
322.31321001052856,440.0,627.5,574.17
323.31612515449524,440.0,627.5,574.17
324.31772446632385,440.83,627.5,573.33
325.32025480270386,440.0,627.5,573.33
326.3221950531006,440.0,627.5,574.17
327.32491064071655,440.0,626.67,573.33
328.3265926837921,427.5,625.83,565.0
329.3296146392822,427.5,625.83,565.0
330.3321223258972,426.67,625.83,565.0
331.33338236808777,426.67,625.83,565.0
332.3359227180481,426.67,625.83,564.17
333.3383717536926,426.67,625.0,563.33
334.33996772766113,426.67,625.0,563.33
335.34106254577637,426.67,625.83,565.0
336.3434875011444,426.67,625.83,564.17
337.34357833862305,438.33,625.0,563.33
338.34659481048584,437.5,624.17,560.83
339.34772753715515,437.5,624.17,563.33
340.3498432636261,426.67,625.0,563.33
341.35046672821045,426.67,625.83,565.0
342.35343408584595,426.67,625.83,565.0
343.3549439907074,426.67,625.0,563.33
344.35721135139465,438.33,625.0,563.33
345.35763573646545,438.33,625.0,563.33
346.3602795600891,438.33,625.0,563.33
347.3610694408417,426.67,625.0,563.33
348.363853931427,438.33,625.0,563.33
349.36528158187866,438.33,625.0,563.33
350.3667013645172,438.33,625.0,563.33
351.3686819076538,436.67,624.17,563.33
352.37073159217834,437.5,624.17,563.33
353.3716232776642,438.33,625.0,563.33
354.3736517429352,438.33,625.0,563.33
355.3755078315735,437.5,624.17,563.33
356.37751817703247,436.67,624.17,563.33
357.37877106666565,436.67,624.17,563.33
358.38078474998474,436.67,624.17,563.33
359.38292145729065,437.5,624.17,563.33
360.38412857055664,437.5,624.17,563.33
361.3865385055542,436.67,624.17,563.33
362.3895540237427,436.67,624.17,563.33
363.3917555809021,436.67,624.17,563.33
364.3927366733551,436.67,624.17,563.33
365.3958203792572,436.67,623.33,563.33
366.39778685569763,436.67,624.17,563.33
367.3998291492462,436.67,624.17,563.33
368.4028515815735,437.5,624.17,560.83
369.4050712585449,436.67,624.17,560.83
370.4064977169037,436.67,623.33,563.33
371.40952610969543,436.67,623.33,563.33
372.41128635406494,436.67,623.33,563.33
373.4133596420288,436.67,624.17,560.83
374.4153594970703,436.67,623.33,560.0
375.4169907569885,436.67,623.33,560.0
376.418416261673,436.67,623.33,560.0
377.4199378490448,436.67,623.33,560.0
378.4223611354828,436.67,623.33,560.0
379.4236259460449,436.67,623.33,560.0
380.42560601234436,436.67,623.33,560.0
381.42747712135315,436.67,623.33,560.0
382.4286513328552,436.67,623.33,560.0
383.4304645061493,436.67,623.33,560.0
384.4326055049896,434.17,622.5,562.5
385.433730840683,434.17,622.5,562.5
386.43587732315063,436.67,623.33,560.0
387.43802881240845,434.17,622.5,562.5
388.43944239616394,436.67,623.33,560.0
389.4415817260742,436.67,623.33,560.0
390.44262862205505,433.33,622.5,562.5
391.4447169303894,433.33,622.5,561.67
392.4457116127014,433.33,622.5,562.5
393.44866013526917,433.33,622.5,562.5
394.44962430000305,433.33,622.5,561.67
395.4516179561615,433.33,622.5,561.67
396.4535918235779,433.33,622.5,561.67
397.45569705963135,433.33,622.5,561.67
398.4566321372986,433.33,622.5,561.67
399.4586491584778,433.33,621.67,561.67
400.459331035614,433.33,622.5,561.67
401.46158933639526,433.33,622.5,561.67
402.4635021686554,435.0,621.67,561.67
403.46651101112366,435.0,621.67,561.67
404.46875524520874,435.0,621.67,561.67
405.47073459625244,433.33,621.67,561.67
406.47370505332947,435.0,621.67,560.0
407.4757561683655,435.0,621.67,560.0
408.477810382843,435.0,621.67,560.0
409.48026514053345,435.0,621.67,560.0
410.48243951797485,435.0,621.67,560.0
411.48471093177795,435.0,621.67,560.0
412.48712158203125,435.0,621.67,560.0
413.489378452301,434.17,620.83,560.83
414.4913365840912,435.0,621.67,560.0
415.49243998527527,433.33,620.83,560.83
416.49439311027527,435.0,621.67,560.0
417.4954798221588,434.17,620.83,560.83
418.49848437309265,433.33,620.83,560.83
419.4994602203369,433.33,620.83,560.83
420.5017671585083,435.0,621.67,560.0
421.50268507003784,434.17,620.83,560.0
422.5056343078613,433.33,620.83,560.0
423.5062780380249,433.33,620.83,560.0
424.50924944877625,433.33,620.83,560.83
425.5092294216156,433.33,620.83,560.83
426.51225686073303,433.33,620.83,560.83
427.5134320259094,433.33,620.83,560.83
428.5154163837433,433.33,620.83,560.0
429.51651263237,433.33,620.83,560.0
430.5185577869415,433.33,620.83,560.0
431.5197820663452,433.33,620.83,560.0
432.52221512794495,433.33,620.83,560.0
433.5232057571411,433.33,620.83,560.83
434.525838136673,433.33,620.83,560.83
435.5272738933563,433.33,620.83,560.0
436.52946281433105,433.33,620.83,560.0
437.5306820869446,433.33,620.83,560.0
438.5327489376068,433.33,620.83,560.0
439.5337002277374,433.33,620.0,560.0
440.5353374481201,433.33,620.83,560.0
441.5373954772949,433.33,620.83,560.0
442.53935742378235,433.33,620.83,560.0
443.54236602783203,433.33,620.83,560.0
444.5444996356964,433.33,620.0,560.0
445.5462441444397,433.33,620.0,560.0
446.5490860939026,433.33,620.0,560.0
447.55089139938354,433.33,620.0,560.0
448.5529935359955,434.17,620.83,560.0
449.55472707748413,433.33,620.0,566.67
450.55779695510864,433.33,620.0,566.67
451.56020998954773,433.33,620.0,560.0
452.56163263320923,433.33,620.0,560.0
453.5637445449829,433.33,620.0,566.67
454.5661804676056,433.33,620.0,566.67
455.5687792301178,426.67,619.17,565.83
456.5702018737793,426.67,619.17,565.83
457.5715227127075,426.67,619.17,565.83
458.57394766807556,433.33,620.0,566.67
459.5752546787262,426.67,619.17,565.83
460.5763032436371,426.67,619.17,565.0
461.5792691707611,426.67,619.17,565.83
462.58041405677795,426.67,619.17,565.0
463.58258390426636,426.67,619.17,565.0
464.5837879180908,426.67,619.17,565.0
465.58621096611023,426.67,619.17,565.0
466.5865526199341,426.67,619.17,565.0
467.589519739151,426.67,619.17,565.0
468.5905065536499,431.67,618.33,565.0
469.5935962200165,431.67,618.33,565.0
470.59382367134094,431.67,618.33,565.0
471.59624695777893,431.67,618.33,565.0
472.5975158214569,426.67,618.33,565.0
473.59948682785034,431.67,618.33,565.0
474.6006155014038,431.67,618.33,563.33
475.6030650138855,431.67,618.33,563.33
476.60461807250977,430.83,617.5,564.17
477.6066484451294,430.83,617.5,564.17
478.60801124572754,430.83,617.5,564.17
479.610182762146,430.0,617.5,564.17
480.6112906932831,430.83,617.5,564.17
481.61366605758667,430.0,617.5,563.33
482.61463236808777,430.83,617.5,563.33
483.616660118103,430.0,616.67,563.33
484.61961603164673,430.0,616.67,563.33
485.6217186450958,430.0,616.67,563.33
486.62414264678955,430.0,616.67,563.33
487.62629890441895,430.0,616.67,563.33
488.628648519516,430.0,616.67,563.33
489.6300735473633,430.0,616.67,563.33
490.63302779197693,430.0,616.67,563.33
491.6342875957489,430.0,616.67,563.33
492.6375138759613,430.0,616.67,560.0
493.63945603370667,430.0,616.67,560.0
494.64268708229065,426.67,615.83,562.5
495.6441059112549,427.5,615.83,562.5
496.64610600471497,427.5,615.83,562.5
497.6472408771515,426.67,615.83,562.5
498.6492130756378,426.67,615.83,562.5
499.6501021385193,426.67,615.83,562.5
500.6530888080597,426.67,615.83,562.5
501.6540620326996,426.67,615.83,562.5
502.6559946537018,426.67,615.83,562.5
503.6578197479248,426.67,615.83,562.5
504.66024804115295,426.67,615.83,562.5
505.6612515449524,426.67,615.83,561.67
506.6632616519928,426.67,615.83,561.67
507.6643662452698,428.33,615.0,561.67
508.66639018058777,428.33,615.0,561.67
509.66764664649963,426.67,615.0,561.67
510.6700806617737,426.67,615.0,561.67
511.6713488101959,426.67,615.83,562.5
512.6736931800842,426.67,615.83,561.67
513.6751191616058,426.67,615.83,561.67
514.6773355007172,429.17,615.83,561.67
515.6784093379974,426.67,615.0,561.67
516.6813621520996,426.67,615.0,561.67
517.6825640201569,428.33,615.0,561.67
518.6836576461792,428.33,615.0,561.67
519.6860830783844,426.67,615.0,561.67
520.6880989074707,428.33,615.0,561.67
521.6893737316132,428.33,615.0,561.67
522.6914460659027,427.5,614.17,560.0
523.6924238204956,427.5,614.17,560.0
524.6942994594574,428.33,615.0,561.67
525.6963651180267,428.33,615.0,561.67
526.6995015144348,428.33,615.0,561.67
527.7009391784668,428.33,615.0,561.67
528.7031500339508,427.5,614.17,560.83
529.7051572799683,426.67,614.17,560.83
530.7075119018555,426.67,614.17,560.83
531.7105023860931,428.33,615.0,560.0
532.7126858234406,426.67,614.17,560.83
533.7151100635529,426.67,614.17,560.83
534.7172284126282,426.67,614.17,560.83
535.7191474437714,426.67,614.17,560.83
536.7211410999298,426.67,614.17,560.83
537.723418712616,426.67,614.17,560.83
538.72443151474,426.67,614.17,560.83
539.7268595695496,426.67,614.17,560.0
540.7279694080353,426.67,613.33,560.0
541.7309639453888,426.67,613.33,560.0
542.7318570613861,426.67,613.33,560.0
543.7340815067291,426.67,613.33,566.67
544.735071182251,426.67,613.33,566.67
545.7376108169556,426.67,613.33,566.67
546.7391109466553,426.67,560.0,560.0
547.741051197052,426.67,613.33,566.67
548.74147605896,426.67,613.33,560.0
549.7448363304138,427.5,612.5,540.0
550.7456965446472,426.67,613.33,560.0
551.7475528717041,427.5,612.5,540.0
552.748587846756,426.67,613.33,566.67
553.7509567737579,426.67,613.33,565.83
554.7523784637451,426.67,612.5,565.83
555.7547900676727,426.67,610.83,537.5
556.7554273605347,426.67,612.5,539.17
557.7585592269897,426.67,612.5,539.17
558.7599849700928,426.67,612.5,539.17
559.7620050907135,426.67,539.17,539.17
560.763058423996,426.67,612.5,565.83
561.7651336193085,426.67,612.5,540.83
562.7660622596741,426.67,612.5,539.17
563.768149137497,426.67,611.67,538.33
564.7701392173767,426.67,611.67,538.33
565.772097826004,426.67,611.67,538.33
566.7739794254303,426.67,611.67,538.33
567.776166677475,426.67,612.5,539.17
568.7784307003021,426.67,612.5,539.17
569.7808554172516,426.67,611.67,538.33
570.7829458713531,426.67,611.67,538.33
571.7861597537994,426.67,611.67,538.33
572.7881140708923,426.67,611.67,538.33
573.7900900840759,426.67,611.67,538.33
574.7920801639557,426.67,611.67,538.33
575.7941524982452,426.67,611.67,538.33
576.7963178157806,610.0,610.83,536.67
577.7981832027435,610.0,610.83,536.67
578.8012399673462,426.67,611.67,538.33
579.802318572998,426.67,611.67,538.33
580.8048622608185,611.67,611.67,538.33
581.8063898086548,610.83,610.83,537.5
582.8077664375305,610.0,610.83,537.5
583.8099446296692,610.0,610.83,537.5
584.8109335899353,610.83,610.83,536.67
585.8129050731659,610.0,610.83,537.5
586.814902305603,610.83,610.83,537.5
587.81591629982,610.0,610.83,537.5
588.818037033081,610.0,610.83,537.5
589.8192801475525,610.83,610.83,537.5
590.8212532997131,610.83,610.83,537.5
591.823352098465,610.83,610.83,537.5
592.8254158496857,610.83,610.83,537.5
593.8268406391144,610.83,610.83,537.5
594.8288378715515,610.83,610.83,537.5
595.8302707672119,610.83,610.83,537.5
596.8323247432709,610.83,610.83,537.5
597.8333210945129,610.83,610.83,536.67
598.8353486061096,610.0,610.0,536.67
599.8363969326019,610.0,610.0,536.67
600.838835477829,610.0,610.0,536.67
601.839989900589,610.83,610.83,537.5
602.8429651260376,610.83,610.83,537.5
603.8439540863037,610.0,610.0,536.67
604.8458836078644,610.0,610.0,536.67
605.8472838401794,610.0,610.0,536.67
606.8496966362,610.0,610.0,536.67
607.8517982959747,610.0,610.0,536.67
608.8538525104523,610.83,610.83,537.5
609.8568322658539,610.0,610.0,536.67
610.8587749004364,610.0,610.0,536.67
611.8603935241699,610.0,610.0,536.67
612.862813949585,610.0,610.0,536.67
613.8650860786438,610.0,610.0,536.67
614.867273569107,610.0,610.0,536.67
615.8696517944336,610.0,610.0,536.67
616.8721978664398,610.0,610.0,536.67
617.8737275600433,610.0,610.0,536.67
618.8768925666809,606.67,609.17,533.33
619.8788747787476,610.0,610.0,536.67
620.8799777030945,610.0,610.0,536.67
621.8820970058441,610.0,610.0,536.67
622.883064031601,610.0,610.0,536.67
623.8851728439331,606.67,610.0,536.67
624.8866407871246,606.67,609.17,533.33
625.8892464637756,606.67,609.17,533.33
626.8903520107269,606.67,609.17,533.33
627.892776966095,610.0,610.0,536.67
628.8929572105408,610.0,610.0,536.67
629.8960254192352,610.0,610.0,536.67
630.8969707489014,610.0,610.0,533.33
631.900075674057,609.17,609.17,535.83
632.9010457992554,609.17,609.17,533.33
633.9022614955902,606.67,609.17,533.33
634.9032521247864,606.67,609.17,533.33
635.9062204360962,606.67,609.17,533.33
636.9072012901306,610.0,610.0,536.67
637.9094903469086,606.67,610.0,533.33
638.9114451408386,606.67,609.17,535.83
639.913868188858,609.17,609.17,533.33
640.9150626659393,609.17,609.17,535.83
641.9160017967224,609.17,609.17,533.33
642.9176921844482,606.67,609.17,533.33
643.9196798801422,606.67,609.17,533.33
644.9217092990875,606.67,609.17,535.83
645.9232668876648,606.67,609.17,535.83
646.924923658371,609.17,609.17,535.83
647.9270114898682,609.17,609.17,535.83
648.9297013282776,609.17,609.17,533.33
649.9311244487762,609.17,609.17,533.33
650.9341371059418,609.17,609.17,535.83
651.9356741905212,609.17,609.17,535.83
652.938716173172,609.17,609.17,535.83
653.9400904178619,609.17,609.17,535.83
654.9427695274353,609.17,609.17,535.83
655.9448275566101,609.17,609.17,535.83
656.9479331970215,609.17,609.17,535.83
657.9500124454498,609.17,609.17,535.83
658.9512841701508,608.33,608.33,535.0
659.9537220001221,608.33,608.33,535.0
660.9557337760925,609.17,609.17,535.83
661.9568889141083,609.17,609.17,535.83
662.9599187374115,609.17,609.17,535.83
663.9608972072601,608.33,608.33,535.0
664.9627921581268,608.33,608.33,535.0
665.9640274047852,608.33,608.33,535.0
666.9663949012756,608.33,608.33,535.0
667.9679367542267,608.33,608.33,535.0
668.9698917865753,608.33,608.33,535.0
669.9708602428436,608.33,608.33,535.0
670.9730806350708,608.33,608.33,535.0
671.9743189811707,608.33,608.33,535.0
672.9767429828644,608.33,608.33,535.0
673.9783642292023,606.67,607.5,533.33
674.9807047843933,606.67,607.5,533.33
675.9811081886292,608.33,608.33,535.0
676.9835329055786,608.33,608.33,535.0
677.9848129749298,608.33,608.33,535.0
678.9877245426178,607.5,607.5,533.33
679.9881529808044,607.5,607.5,533.33
680.9905679225922,607.5,607.5,533.33
681.991607427597,607.5,607.5,533.33
682.9948666095734,607.5,607.5,533.33
683.9948465824127,607.5,607.5,533.33
684.9979391098022,607.5,607.5,534.17
685.9995713233948,607.5,607.5,534.17
687.0007002353668,606.67,606.67,533.33
688.0017087459564,606.67,606.67,533.33
689.0046815872192,607.5,607.5,533.33
690.0067489147186,607.5,607.5,534.17
691.0086481571198,607.5,607.5,534.17
692.0108165740967,607.5,607.5,534.17
693.0137786865234,606.67,606.67,533.33
694.0159447193146,606.67,606.67,533.33
695.0179052352905,606.67,606.67,533.33
696.0199060440063,606.67,606.67,533.33
697.0219502449036,606.67,606.67,533.33
698.0250356197357,606.67,606.67,533.33
699.0264601707458,606.67,606.67,533.33
700.0296249389648,606.67,606.67,533.33
701.0316867828369,606.67,606.67,533.33
702.0339362621307,606.67,606.67,533.33
703.0344042778015,606.67,606.67,533.33
